date,name,tier,lp,score
2025-11-20,LOV3#КR1,Emerald III,6,21.06
2025-11-21,LOV3#КR1,Emerald IV,39,20.39
2025-11-30,LOV3#КR1,Emerald IV,71,20.71
2025-12-22,LOV3#КR1,Emerald IV,8,20.08
2019-06-07,Paean#P4U,Bronze IV,0,4
2019-11-23,Paean#P4U,Bronze II,0,6
2022-11-17,Paean#P4U,Bronze IV,35,4.35
2022-11-18,Paean#P4U,Bronze II,1,6.01
2022-11-19,Paean#P4U,Bronze I,1,7.01
2023-01-09,Paean#P4U,Silver IV,1,8.01
2023-01-28,Paean#P4U,Bronze I,18,7.18
2023-01-30,Paean#P4U,Silver IV,1,8.01
2023-02-12,Paean#P4U,Silver I,1,11.01
2023-04-28,Paean#P4U,Gold IV,1,12.01
2023-07-07,Paean#P4U,Gold II,1,14.01
2023-07-08,Paean#P4U,Gold II,8,14.08
2023-07-09,Paean#P4U,Gold III,75,13.75
2023-07-15,Paean#P4U,Gold II,6,14.06
2023-07-26,Paean#P4U,Gold II,41,14.41
2023-07-27,Paean#P4U,Platinum IV,1,16.01
2023-08-08,Paean#P4U,Platinum III,1,17.01
2023-08-14,Paean#P4U,Platinum II,28,18.28
2023-08-22,Paean#P4U,Platinum I,4,19.04
2023-08-27,Paean#P4U,Emerald IV,1,20.01
2023-09-12,Paean#P4U,Emerald III,11,21.11
2023-09-16,Paean#P4U,Emerald II,24,22.24
2023-09-17,Paean#P4U,Emerald III,75,21.75
2023-09-23,Paean#P4U,Emerald II,23,22.23
2023-09-29,Paean#P4U,Emerald II,75,22.75
2023-09-30,Paean#P4U,Emerald I,17,23.17
2023-10-07,Paean#P4U,Emerald I,21,23.21
2023-10-08,Paean#P4U,Emerald II,75,22.75
2023-10-29,Paean#P4U,Emerald I,13,23.13
2023-11-10,Paean#P4U,Emerald II,75,22.75
2023-11-11,Paean#P4U,Emerald II,25,22.25
2023-11-12,Paean#P4U,Emerald II,1,22.01
2023-11-17,Paean#P4U,Emerald III,75,21.75
2023-11-18,Paean#P4U,Emerald III,24,21.24
2023-11-21,Paean#P4U,Emerald IV,75,20.75
2022-05-28,Shayd#V0ID,Bronze III,27,5.27
2023-01-28,Shayd#V0ID,Bronze II,1,6.01
2023-02-12,Shayd#V0ID,Bronze I,21,7.21
2023-04-28,Shayd#V0ID,Silver IV,1,8.01
2023-07-07,Shayd#V0ID,Silver II,1,10.01
2023-07-27,Shayd#V0ID,Silver I,6,11.06
2023-07-29,Shayd#V0ID,Gold IV,1,12.01
2023-08-08,Shayd#V0ID,Gold III,15,13.15
2023-08-10,Shayd#V0ID,Gold I,8,15.08
2023-08-11,Shayd#V0ID,Gold II,75,14.75
2023-08-14,Shayd#V0ID,Platinum IV,1,16.01
2023-08-27,Shayd#V0ID,Platinum III,7,17.07
2023-09-20,Shayd#V0ID,Platinum II,3,18.03
2023-10-21,Shayd#V0ID,Platinum III,75,17.75
2023-12-17,Shayd#V0ID,Platinum II,4,18.04
2023-12-23,Shayd#V0ID,Platinum III,75,17.75
2023-12-28,Shayd#V0ID,Platinum II,4,18.04
2023-12-29,Shayd#V0ID,Platinum III,75,17.75
2023-12-30,Shayd#V0ID,Platinum II,8,18.08
2024-01-03,Shayd#V0ID,Platinum I,11,19.11
2024-01-04,Shayd#V0ID,Emerald IV,1,20.01
2024-01-18,Shayd#V0ID,Platinum II,33,18.33
2024-06-22,Shayd#V0ID,Platinum III,0,17
2024-07-26,Shayd#V0ID,Platinum IV,99,16.99
2024-09-22,Shayd#V0ID,Platinum III,22,17.22
2024-10-12,Shayd#V0ID,Gold III,4,13.04
2024-10-15,Shayd#V0ID,Gold III,7,13.07
2024-11-17,Shayd#V0ID,Gold IV,83,12.83
2024-11-19,Shayd#V0ID,Gold III,20,13.2
2024-11-21,Shayd#V0ID,Gold II,11,14.11
2024-11-22,Shayd#V0ID,Gold II,84,14.84
2024-11-26,Shayd#V0ID,Gold I,4,15.04
2024-12-02,Shayd#V0ID,Platinum IV,21,16.21
2024-12-08,Shayd#V0ID,Platinum III,7,17.07
2025-03-01,Shayd#V0ID,Gold IV,0,12
2025-06-18,Shayd#V0ID,Gold II,11,14.11
2025-06-30,Shayd#V0ID,Gold I,15,15.15
2025-07-01,Shayd#V0ID,Gold II,96,14.96
2025-07-02,Shayd#V0ID,Platinum IV,1,16.01
2025-07-05,Shayd#V0ID,Platinum III,39,17.39
2025-07-09,Shayd#V0ID,Platinum III,78,17.78
2025-07-10,Shayd#V0ID,Platinum III,88,17.88
2025-07-11,Shayd#V0ID,Platinum II,17,18.17
2025-07-16,Shayd#V0ID,Platinum I,24,19.24
2025-07-23,Shayd#V0ID,Platinum I,20,19.2
2025-08-26,Shayd#V0ID,Emerald IV,6,20.06
2025-10-07,Shayd#V0ID,Platinum I,75,19.75
2025-11-19,Shayd#V0ID,Platinum I,22,19.22
2025-11-21,Shayd#V0ID,Platinum II,86,18.86
2025-12-17,Shayd#V0ID,Platinum III,89,17.89
2025-12-21,Shayd#V0ID,Platinum III,12,17.12
2019-05-04,Synow#KR1,Bronze III,0,5
2019-05-06,Synow#KR1,Bronze I,0,7
2019-08-15,Synow#KR1,Silver IV,0,8
2019-08-24,Synow#KR1,Silver III,0,9
2019-09-01,Synow#KR1,Silver II,0,10
2019-09-19,Synow#KR1,Silver III,0,9
2019-10-02,Synow#KR1,Silver II,0,10
2020-06-27,Synow#KR1,Bronze II,0,6
2020-08-11,Synow#KR1,Silver IV,0,8
2020-08-19,Synow#KR1,Silver III,0,9
2020-08-31,Synow#KR1,Silver II,0,10
2020-10-14,Synow#KR1,Silver I,0,11
2020-11-07,Synow#KR1,Gold IV,0,12
2020-12-04,Synow#KR1,Gold III,0,13
2021-08-03,Synow#KR1,Silver II,97,10.97
2021-08-09,Synow#KR1,Silver I,8,11.08
2022-10-21,Synow#KR1,Silver III,37,9.37
2022-12-30,Synow#KR1,Silver I,1,11.01
2023-08-26,Synow#KR1,Silver IV,1,8.01
2023-09-03,Synow#KR1,Silver III,15,9.15
2023-09-13,Synow#KR1,Silver IV,75,8.75
2024-11-21,Synow#KR1,Bronze I,9,7.09
2024-12-07,Synow#KR1,Silver IV,21,8.21
2024-12-10,Synow#KR1,Silver III,26,9.26
2024-12-18,Synow#KR1,Silver II,28,10.28
2024-12-19,Synow#KR1,Silver III,88,9.88
2024-12-23,Synow#KR1,Silver II,17,10.17
2025-02-07,Synow#KR1,Bronze I,40,7.4
2025-02-11,Synow#KR1,Silver IV,16,8.16
2025-02-13,Synow#KR1,Silver III,18,9.18
2025-07-10,Synow#KR1,Silver II,20,10.2
2025-07-11,Synow#KR1,Gold IV,16,12.16
2025-07-12,Synow#KR1,Gold III,6,13.06
2025-07-15,Synow#KR1,Gold II,1,14.01
2025-07-16,Synow#KR1,Gold I,1,15.01
2025-07-17,Synow#KR1,Gold I,15,15.15
2025-11-28,Synow#KR1,Gold I,46,15.46
2025-12-22,Synow#KR1,Gold I,28,15.28
2019-11-25,dnc#KR1,Silver IV,0,8
2019-11-26,dnc#KR1,Silver I,0,11
2019-12-01,dnc#KR1,Gold IV,0,12
2020-05-05,dnc#KR1,Silver IV,0,8
2020-06-28,dnc#KR1,Silver III,0,9
2020-06-30,dnc#KR1,Silver II,0,10
2020-07-10,dnc#KR1,Silver I,0,11
2020-07-25,dnc#KR1,Silver II,0,10
2020-08-12,dnc#KR1,Gold III,0,13
2020-08-15,dnc#KR1,Gold IV,0,12
2020-11-07,dnc#KR1,Gold III,0,13
2020-11-15,dnc#KR1,Gold IV,0,12
2021-03-06,dnc#KR1,Silver II,0,10
2021-04-05,dnc#KR1,Silver I,0,11
2021-07-18,dnc#KR1,Gold IV,1,12.01
2021-08-28,dnc#KR1,Gold III,11,13.11
2019-11-23,가을와이번스#KR1,Bronze II,0,6
2019-12-11,가을와이번스#KR1,Bronze III,0,5
2019-12-13,가을와이번스#KR1,Bronze II,0,6
2019-12-16,가을와이번스#KR1,Bronze III,0,5
2019-12-25,가을와이번스#KR1,Bronze II,0,6
2020-01-06,가을와이번스#KR1,Bronze III,0,5
2020-01-13,가을와이번스#KR1,Iron III,0,1
2020-01-17,가을와이번스#KR1,Iron II,0,2
2020-01-18,가을와이번스#KR1,Iron III,0,1
2020-01-19,가을와이번스#KR1,Iron II,0,2
2020-01-20,가을와이번스#KR1,Iron III,0,1
2020-02-11,가을와이번스#KR1,Iron II,0,2
2020-02-16,가을와이번스#KR1,Iron I,0,3
2020-02-25,가을와이번스#KR1,Bronze IV,0,4
2020-04-03,가을와이번스#KR1,Bronze III,0,5
2020-04-07,가을와이번스#KR1,Bronze IV,0,4
2020-04-10,가을와이번스#KR1,Bronze III,0,5
2020-04-12,가을와이번스#KR1,Bronze IV,0,4
2020-05-27,가을와이번스#KR1,Bronze III,0,5
2020-06-19,가을와이번스#KR1,Bronze IV,0,4
2020-06-28,가을와이번스#KR1,Bronze III,0,5
2020-07-05,가을와이번스#KR1,Bronze II,0,6
2020-07-12,가을와이번스#KR1,Bronze III,0,5
2020-07-15,가을와이번스#KR1,Bronze II,0,6
2020-07-18,가을와이번스#KR1,Bronze III,0,5
2020-07-24,가을와이번스#KR1,Bronze IV,0,4
2020-09-18,가을와이번스#KR1,Bronze II,0,6
2020-09-21,가을와이번스#KR1,Bronze I,0,7
2020-09-22,가을와이번스#KR1,Bronze II,0,6
2020-10-01,가을와이번스#KR1,Bronze I,0,7
2020-10-13,가을와이번스#KR1,Bronze II,0,6
2020-10-15,가을와이번스#KR1,Bronze I,0,7
2020-10-16,가을와이번스#KR1,Bronze II,0,6
2020-10-23,가을와이번스#KR1,Bronze I,0,7
2020-10-28,가을와이번스#KR1,Silver IV,0,8
2020-11-02,가을와이번스#KR1,Silver III,0,9
2020-11-17,가을와이번스#KR1,Silver IV,0,8
2020-12-01,가을와이번스#KR1,Silver III,0,9
2020-12-14,가을와이번스#KR1,Silver II,0,10
2020-12-24,가을와이번스#KR1,Silver I,0,11
2020-12-26,가을와이번스#KR1,Silver II,0,10
2021-01-01,가을와이번스#KR1,Silver III,0,9
2021-02-05,가을와이번스#KR1,Bronze I,0,7
2021-02-06,가을와이번스#KR1,Silver IV,0,8
2022-02-23,가을와이번스#KR1,Bronze III,96,5
2022-03-20,가을와이번스#KR1,Bronze I,1,7
2022-05-01,가을와이번스#KR1,Bronze II,75,6
2022-05-15,가을와이번스#KR1,Bronze I,4,7
2022-05-29,가을와이번스#KR1,Silver IV,1,8
2022-06-11,가을와이번스#KR1,Silver III,7,9
2022-06-28,가을와이번스#KR1,Silver II,1,10
2022-07-01,가을와이번스#KR1,Silver III,75,9
2022-07-05,가을와이번스#KR1,Silver II,16,10
2022-09-06,가을와이번스#KR1,Silver I,12,11
2023-02-07,가을와이번스#KR1,Silver IV,45,8
2023-02-18,가을와이번스#KR1,Silver III,1,9
2023-10-08,가을와이번스#KR1,Silver IV,75,8
2024-05-20,가을와이번스#KR1,Silver II,68,10
2024-05-30,가을와이번스#KR1,Silver I,3,11
2024-07-03,가을와이번스#KR1,Gold IV,28,12
2024-09-26,가을와이번스#KR1,Gold IV,0,12
2024-09-28,가을와이번스#KR1,Silver III,2,9
2024-09-30,가을와이번스#KR1,Silver IV,91,8
2024-10-05,가을와이번스#KR1,Silver III,22,9
2024-10-23,가을와이번스#KR1,Silver IV,94,8
2024-11-07,가을와이번스#KR1,Silver III,4,9
2024-11-14,가을와이번스#KR1,Silver IV,83,8
2024-11-17,가을와이번스#KR1,Silver II,15,10
2024-12-02,가을와이번스#KR1,Silver I,1,11
2024-12-06,가을와이번스#KR1,Gold IV,15,12
2024-12-07,가을와이번스#KR1,Gold IV,81,12
2024-12-10,가을와이번스#KR1,Gold III,23,13
2025-01-04,가을와이번스#KR1,Gold IV,89,12
2025-01-17,가을와이번스#KR1,Silver IV,28,8
2025-01-24,가을와이번스#KR1,Silver III,18,9
2025-02-02,가을와이번스#KR1,Silver II,29,10
2025-02-07,가을와이번스#KR1,Silver I,2,11
2025-02-13,가을와이번스#KR1,Gold IV,9,12
2025-03-31,가을와이번스#KR1,Silver I,48,11
2025-04-15,가을와이번스#KR1,Silver I,14,11
2025-05-21,가을와이번스#KR1,Silver I,16,11
2025-05-22,가을와이번스#KR1,Gold IV,84,12
2025-05-23,가을와이번스#KR1,Gold III,10,13
2025-05-25,가을와이번스#KR1,Gold III,22,13
2025-05-30,가을와이번스#KR1,Gold IV,77,12
2025-06-02,가을와이번스#KR1,Gold III,6,13
2025-06-06,가을와이번스#KR1,Gold III,88,13
2025-06-10,가을와이번스#KR1,Gold IV,97,12
2025-06-11,가을와이번스#KR1,Gold III,23,13
2025-06-13,가을와이번스#KR1,Gold III,22,13
2025-06-15,가을와이번스#KR1,Gold II,12,14
2025-06-17,가을와이번스#KR1,Gold III,81,13
2025-06-18,가을와이번스#KR1,Gold II,5,14
2025-06-19,가을와이번스#KR1,Gold I,1,15
2025-06-23,가을와이번스#KR1,Gold II,78,14
2025-06-27,가을와이번스#KR1,Gold III,75,13
2025-06-28,가을와이번스#KR1,Gold IV,83,12
2025-06-29,가을와이번스#KR1,Gold III,31,13
2025-07-02,가을와이번스#KR1,Gold II,8,14
2025-07-04,가을와이번스#KR1,Gold III,79,13
2025-07-05,가을와이번스#KR1,Gold II,7,14
2025-07-06,가을와이번스#KR1,Gold III,81,13
2025-07-08,가을와이번스#KR1,Gold II,31,14
2025-07-09,가을와이번스#KR1,Gold I,5,15
2025-07-10,가을와이번스#KR1,Platinum IV,24,16
2025-07-13,가을와이번스#KR1,Gold I,49,15
2025-07-14,가을와이번스#KR1,Platinum IV,0,16
2025-07-17,가을와이번스#KR1,Gold I,17,15
2025-07-18,가을와이번스#KR1,Gold II,88,14
2025-07-27,가을와이번스#KR1,Gold II,89,14
2025-07-28,가을와이번스#KR1,Gold II,90,14
2025-08-10,가을와이번스#KR1,Gold II,65,14
2025-11-20,가을와이번스#KR1,Gold II,11,14
2025-12-03,가을와이번스#KR1,Gold II,7,14
2025-12-08,가을와이번스#KR1,Gold III,98,13
2025-12-09,가을와이번스#KR1,Gold II,23,14
2025-12-10,가을와이번스#KR1,Gold III,96,13
2025-12-16,가을와이번스#KR1,Gold III,83,13
2020-08-22,강철의주먹연우#KR1,Bronze IV,0,4
2020-10-31,강철의주먹연우#KR1,Bronze III,0,5
2020-11-01,강철의주먹연우#KR1,Bronze II,0,6
2020-12-06,강철의주먹연우#KR1,Bronze I,0,7
2020-12-16,강철의주먹연우#KR1,Silver IV,0,8
2020-12-21,강철의주먹연우#KR1,Silver III,0,9
2020-12-24,강철의주먹연우#KR1,Silver IV,0,8
2021-01-12,강철의주먹연우#KR1,Bronze II,0,6
2021-02-15,강철의주먹연우#KR1,Bronze I,0,7
2021-02-16,강철의주먹연우#KR1,Bronze II,0,6
2021-02-22,강철의주먹연우#KR1,Bronze I,0,7
2021-03-18,강철의주먹연우#KR1,Silver IV,0,8
2021-03-23,강철의주먹연우#KR1,Silver III,0,9
2021-03-24,강철의주먹연우#KR1,Silver IV,0,8
2021-03-29,강철의주먹연우#KR1,Silver III,0,9
2021-04-19,강철의주먹연우#KR1,Silver II,0,10
2021-04-21,강철의주먹연우#KR1,Silver III,0,9
2021-05-06,강철의주먹연우#KR1,Silver IV,75,8.75
2021-05-17,강철의주먹연우#KR1,Silver III,14,9.14
2021-05-24,강철의주먹연우#KR1,Silver III,3,9.03
2021-05-30,강철의주먹연우#KR1,Silver III,8,9.08
2021-06-06,강철의주먹연우#KR1,Silver II,2,10.02
2021-06-12,강철의주먹연우#KR1,Silver I,3,11.03
2021-06-13,강철의주먹연우#KR1,Silver II,75,10.75
2021-06-14,강철의주먹연우#KR1,Silver I,1,11.01
2021-06-19,강철의주먹연우#KR1,Silver II,75,10.75
2021-06-21,강철의주먹연우#KR1,Silver I,2,11.02
2021-07-05,강철의주먹연우#KR1,Gold IV,1,12.01
2021-08-03,강철의주먹연우#KR1,Silver I,75,11.75
2021-08-18,강철의주먹연우#KR1,Silver II,75,10.75
2021-08-19,강철의주먹연우#KR1,Silver I,4,11.04
2021-08-20,강철의주먹연우#KR1,Silver II,75,10.75
2021-08-24,강철의주먹연우#KR1,Silver III,75,9.75
2021-09-02,강철의주먹연우#KR1,Silver II,14,10.14
2021-09-03,강철의주먹연우#KR1,Silver III,75,9.75
2021-09-12,강철의주먹연우#KR1,Silver IV,75,8.75
2021-09-25,강철의주먹연우#KR1,Silver III,15,9.15
2021-10-24,강철의주먹연우#KR1,Silver II,2,10.02
2021-11-04,강철의주먹연우#KR1,Silver III,75,9.75
2021-11-05,강철의주먹연우#KR1,Silver II,3,10.03
2021-12-29,강철의주먹연우#KR1,Silver III,75,9.75
2022-01-24,강철의주먹연우#KR1,Bronze II,13,6.13
2022-02-08,강철의주먹연우#KR1,Bronze I,7,7.07
2022-02-10,강철의주먹연우#KR1,Bronze II,75,6.75
2022-05-14,강철의주먹연우#KR1,Bronze I,6,7.06
2022-08-08,강철의주먹연우#KR1,Silver IV,1,8.01
2022-11-08,강철의주먹연우#KR1,Bronze I,75,7.75
2022-11-12,강철의주먹연우#KR1,Silver IV,1,8.01
2022-12-11,강철의주먹연우#KR1,Silver III,6,9.06
2022-12-15,강철의주먹연우#KR1,Silver IV,75,8.75
2022-12-25,강철의주먹연우#KR1,Silver III,2,9.02
2023-01-03,강철의주먹연우#KR1,Silver II,6,10.06
2023-01-07,강철의주먹연우#KR1,Silver III,75,9.75
2023-01-09,강철의주먹연우#KR1,Silver IV,75,8.75
2023-01-12,강철의주먹연우#KR1,Bronze II,26,6.26
2023-01-16,강철의주먹연우#KR1,Bronze I,3,7.03
2023-01-18,강철의주먹연우#KR1,Bronze II,75,6.75
2023-01-19,강철의주먹연우#KR1,Bronze I,1,7.01
2023-01-22,강철의주먹연우#KR1,Bronze II,75,6.75
2023-01-23,강철의주먹연우#KR1,Bronze III,75,5.75
2023-01-24,강철의주먹연우#KR1,Bronze II,12,6.12
2023-01-25,강철의주먹연우#KR1,Bronze I,3,7.03
2023-01-27,강철의주먹연우#KR1,Silver IV,1,8.01
2023-02-20,강철의주먹연우#KR1,Silver III,2,9.02
2023-02-25,강철의주먹연우#KR1,Silver IV,75,8.75
2023-02-27,강철의주먹연우#KR1,Silver III,8,9.08
2023-03-01,강철의주먹연우#KR1,Silver IV,75,8.75
2023-03-05,강철의주먹연우#KR1,Silver III,1,9.01
2023-03-11,강철의주먹연우#KR1,Silver II,18,10.18
2023-03-18,강철의주먹연우#KR1,Silver I,1,11.01
2023-03-24,강철의주먹연우#KR1,Silver II,75,10.75
2023-03-25,강철의주먹연우#KR1,Silver I,24,11.24
2023-03-31,강철의주먹연우#KR1,Silver II,75,10.75
2023-04-06,강철의주먹연우#KR1,Silver I,20,11.2
2023-04-08,강철의주먹연우#KR1,Silver I,21,11.21
2023-04-09,강철의주먹연우#KR1,Silver II,75,10.75
2023-04-26,강철의주먹연우#KR1,Silver III,75,9.75
2023-04-27,강철의주먹연우#KR1,Silver II,24,10.24
2023-04-30,강철의주먹연우#KR1,Silver I,20,11.2
2023-05-02,강철의주먹연우#KR1,Gold IV,1,12.01
2023-05-27,강철의주먹연우#KR1,Gold IV,75,12.75
2023-07-01,강철의주먹연우#KR1,Silver I,75,11.75
2023-07-05,강철의주먹연우#KR1,Silver II,75,10.75
2023-07-07,강철의주먹연우#KR1,Silver I,16,11.16
2023-07-09,강철의주먹연우#KR1,Silver I,18,11.18
2023-07-11,강철의주먹연우#KR1,Silver II,75,10.75
2023-07-13,강철의주먹연우#KR1,Silver I,6,11.06
2023-07-16,강철의주먹연우#KR1,Gold IV,1,12.01
2023-07-20,강철의주먹연우#KR1,Gold III,30,13.3
2023-07-21,강철의주먹연우#KR1,Gold III,23,13.23
2023-07-22,강철의주먹연우#KR1,Gold IV,70,12.7
2023-08-02,강철의주먹연우#KR1,Silver I,75,11.75
2023-08-03,강철의주먹연우#KR1,Gold IV,1,12.01
2023-08-12,강철의주먹연우#KR1,Gold III,1,13.01
2023-08-13,강철의주먹연우#KR1,Gold II,5,14.05
2023-08-14,강철의주먹연우#KR1,Gold I,13,15.13
2023-08-15,강철의주먹연우#KR1,Platinum IV,1,16.01
2023-08-20,강철의주먹연우#KR1,Platinum III,1,17.01
2023-08-23,강철의주먹연우#KR1,Platinum IV,70,16.7
2023-09-02,강철의주먹연우#KR1,Platinum IV,75,16.75
2023-10-01,강철의주먹연우#KR1,Gold II,75,14.75
2023-10-02,강철의주먹연우#KR1,Gold I,4,15.04
2023-10-03,강철의주먹연우#KR1,Gold I,13,15.13
2023-10-20,강철의주먹연우#KR1,Gold II,75,14.75
2023-10-21,강철의주먹연우#KR1,Gold I,13,15.13
2023-10-22,강철의주먹연우#KR1,Gold II,75,14.75
2023-11-05,강철의주먹연우#KR1,Gold I,20,15.2
2023-11-14,강철의주먹연우#KR1,Gold II,75,14.75
2023-11-26,강철의주먹연우#KR1,Gold III,75,13.75
2023-12-02,강철의주먹연우#KR1,Gold IV,75,12.75
2023-12-16,강철의주먹연우#KR1,Silver I,75,11.75
2023-12-17,강철의주먹연우#KR1,Silver II,75,10.75
2024-01-01,강철의주먹연우#KR1,Silver III,75,9.75
2024-02-14,강철의주먹연우#KR1,Bronze II,31,6.31
2024-03-02,강철의주먹연우#KR1,Bronze I,13,7.13
2024-06-29,강철의주먹연우#KR1,Bronze III,92,5.92
2024-07-05,강철의주먹연우#KR1,Bronze III,89,5.89
2024-07-06,강철의주먹연우#KR1,Bronze I,25,7.25
2024-07-07,강철의주먹연우#KR1,Bronze I,26,7.26
2024-07-10,강철의주먹연우#KR1,Silver IV,23,8.23
2024-11-16,강철의주먹연우#KR1,Bronze I,16,7.16
2024-11-25,강철의주먹연우#KR1,Silver IV,27,8.27
2024-12-01,강철의주먹연우#KR1,Bronze I,75,7.75
2024-12-02,강철의주먹연우#KR1,Silver IV,18,8.18
2024-12-06,강철의주먹연우#KR1,Bronze I,75,7.75
2024-12-08,강철의주먹연우#KR1,Silver IV,15,8.15
2024-12-10,강철의주먹연우#KR1,Bronze I,75,7.75
2024-12-11,강철의주먹연우#KR1,Silver IV,14,8.14
2024-12-12,강철의주먹연우#KR1,Silver III,5,9.05
2024-12-13,강철의주먹연우#KR1,Silver III,14,9.14
2024-12-16,강철의주먹연우#KR1,Silver III,89,9.89
2024-12-20,강철의주먹연우#KR1,Silver IV,86,8.86
2025-01-30,강철의주먹연우#KR1,Bronze III,36,5.36
2025-02-02,강철의주먹연우#KR1,Bronze II,18,6.18
2025-02-12,강철의주먹연우#KR1,Bronze I,19,7.19
2025-02-15,강철의주먹연우#KR1,Silver IV,1,8.01
2025-02-16,강철의주먹연우#KR1,Silver III,32,9.32
2025-02-18,강철의주먹연우#KR1,Silver II,18,10.18
2025-02-20,강철의주먹연우#KR1,Silver I,22,11.22
2025-02-22,강철의주먹연우#KR1,Silver I,1,11.01
2025-03-30,강철의주먹연우#KR1,Gold IV,10,12.1
2025-04-17,강철의주먹연우#KR1,Gold IV,81,12.81
2025-05-06,강철의주먹연우#KR1,Gold III,1,13.01
2025-05-11,강철의주먹연우#KR1,Gold II,6,14.06
2025-05-18,강철의주먹연우#KR1,Gold I,11,15.11
2025-05-23,강철의주먹연우#KR1,Gold I,22,15.22
2025-05-27,강철의주먹연우#KR1,Gold I,21,15.21
2025-05-30,강철의주먹연우#KR1,Gold II,81,14.81
2025-05-31,강철의주먹연우#KR1,Gold I,10,15.1
2025-06-01,강철의주먹연우#KR1,Platinum IV,11,16.11
2025-06-21,강철의주먹연우#KR1,Platinum III,18,17.18
2025-07-05,강철의주먹연우#KR1,Platinum IV,90,16.9
2025-11-15,강철의주먹연우#KR1,Gold I,9,15.09
2025-11-16,강철의주먹연우#KR1,Gold III,99,13.99
2025-11-23,강철의주먹연우#KR1,Gold II,8,14.08
2025-11-25,강철의주먹연우#KR1,Gold II,3,14.03
2025-12-22,강철의주먹연우#KR1,Gold II,43,14.43
2021-07-18,그건정글탓입니다#KR1,Bronze II,83,6.83
2021-07-19,그건정글탓입니다#KR1,Bronze I,10,7.1
2021-11-24,그건정글탓입니다#KR1,Silver IV,0,8
2022-04-03,그건정글탓입니다#KR1,Bronze III,69,5.69
2022-05-06,그건정글탓입니다#KR1,Bronze I,1,7.01
2022-06-07,그건정글탓입니다#KR1,Bronze I,24,7.24
2022-06-10,그건정글탓입니다#KR1,Silver IV,1,8.01
2022-06-17,그건정글탓입니다#KR1,Silver II,1,10.01
2022-10-02,그건정글탓입니다#KR1,Silver I,20,11.2
2022-11-12,그건정글탓입니다#KR1,Gold IV,1,12.01
2023-03-04,그건정글탓입니다#KR1,Silver II,13,10.13
2025-07-07,그건정글탓입니다#KR1,Silver I,35,11.35
2025-07-13,그건정글탓입니다#KR1,Gold III,15,13.15
2020-05-22,날씨가너무덥네요#KR1,Bronze IV,0,4
2020-10-17,날씨가너무덥네요#KR1,Silver IV,0,8
2020-11-09,날씨가너무덥네요#KR1,Silver III,0,9
2020-11-18,날씨가너무덥네요#KR1,Silver IV,0,8
2020-11-21,날씨가너무덥네요#KR1,Silver III,0,9
2020-12-04,날씨가너무덥네요#KR1,Silver II,0,10
2021-02-04,날씨가너무덥네요#KR1,Silver III,0,9
2021-02-05,날씨가너무덥네요#KR1,Silver I,0,11
2021-03-26,날씨가너무덥네요#KR1,Gold IV,0,12
2022-04-29,날씨가너무덥네요#KR1,Silver IV,83,8.83
2022-04-30,날씨가너무덥네요#KR1,Silver II,1,10.01
2022-05-21,날씨가너무덥네요#KR1,Silver I,19,11.19
2022-06-02,날씨가너무덥네요#KR1,Gold IV,1,12.01
2022-06-28,날씨가너무덥네요#KR1,Gold III,3,13.03
2023-03-19,날씨가너무덥네요#KR1,Silver I,51,11.51
2023-04-25,날씨가너무덥네요#KR1,Gold IV,1,12.01
2023-08-01,날씨가너무덥네요#KR1,Gold III,75,13.75
2023-08-07,날씨가너무덥네요#KR1,Gold II,28,14.28
2023-08-14,날씨가너무덥네요#KR1,Gold I,24,15.24
2023-08-18,날씨가너무덥네요#KR1,Platinum IV,1,16.01
2023-09-07,날씨가너무덥네요#KR1,Platinum III,9,17.09
2023-09-10,날씨가너무덥네요#KR1,Platinum II,26,18.26
2023-09-19,날씨가너무덥네요#KR1,Platinum III,75,17.75
2023-09-20,날씨가너무덥네요#KR1,Platinum II,2,18.02
2023-09-23,날씨가너무덥네요#KR1,Platinum III,75,17.75
2023-10-02,날씨가너무덥네요#KR1,Platinum IV,75,16.75
2023-11-27,날씨가너무덥네요#KR1,Platinum III,8,17.08
2023-12-04,날씨가너무덥네요#KR1,Platinum II,21,18.21
2023-12-05,날씨가너무덥네요#KR1,Platinum I,18,19.18
2023-12-27,날씨가너무덥네요#KR1,Platinum I,6,19.06
2023-12-28,날씨가너무덥네요#KR1,Emerald IV,1,20.01
2024-10-12,날씨가너무덥네요#KR1,Gold II,31,14.31
2024-10-23,날씨가너무덥네요#KR1,Gold I,27,15.27
2024-11-28,날씨가너무덥네요#KR1,Gold I,23,15.23
2024-12-08,날씨가너무덥네요#KR1,Platinum IV,26,16.26
2025-03-31,날씨가너무덥네요#KR1,Gold II,97,14.97
2025-06-16,날씨가너무덥네요#KR1,Platinum IV,9,16.09
2025-06-18,날씨가너무덥네요#KR1,Platinum II,34,18.34
2025-07-07,날씨가너무덥네요#KR1,Emerald IV,5,20.05
2025-11-24,날씨가너무덥네요#KR1,Emerald IV,83,20.83
2019-11-25,너가라#KR1,Bronze III,0,5
2020-05-14,너가라#KR1,Iron II,0,2
2020-06-10,너가라#KR1,Iron I,0,3
2020-06-12,너가라#KR1,Bronze IV,0,4
2020-06-27,너가라#KR1,Bronze II,0,6
2021-07-15,너가라#KR1,Bronze I,1,7.01
2021-10-15,너가라#KR1,Silver IV,29,8.29
